text,label,label_name,text_length,text_word_count
landed reagan airport feeling pretty good,1,joy,50,9
see change leg slimmed bit feel little disheartened visible,0,sadness,116,24
look stack twenty five term paper feel overwhelmed,5,surprise,73,15
cat died illness u year lovely cat ill one two week veterinary surgeon told u dying,0,sadness,171,38
feel roster look messy character new member might look though cant bothered housekeep risk albeit small might get ebayed toon turning guild old member toon,0,sadness,258,52
feel worthless maid,0,sadness,23,5
feel lousy seem frown remember funny time turn upside,0,sadness,101,22
could say make anyone feel better actually reaching goal,1,joy,90,15
feel agitated said continued corner main hastings saw three four cop middle take friend anxiety disorder insisted get wrong bus get away,4,fear,232,49
almost fall asleep feel awkward sleeping beside,0,sadness,62,12
feel blank loss hey old hat,0,sadness,49,13
people harrass feel oppressed behavior,3,anger,57,10
going little selective let read privacy sake relate want read feel motivation safe okay send invite,1,joy,208,46
dream feel like finally burdened thing feel crushing im awake,0,sadness,109,24
im lulled fantasy walking hand hand remote location preferably beach sunset cliched know feeling love loving return,2,love,160,30
feeling incredibly restless,4,fear,32,5
feel enraged want punch year old,3,anger,82,20
feel submissive,0,sadness,21,4
ive feeling really pumped running strange,4,fear,71,12
didnt feel discouraged depressed though always challenge sure,0,sadness,83,14
landed dubai started feel ok coming,1,joy,61,13
feel useful,1,joy,18,4
could feel joy rage coming one glad feeling back also glad went yoga tonight sometimes need know better crossfit coach side plank img src http,1,joy,250,55
tell people closest thing feeling arent surprised theyd known along,5,surprise,124,25
feel contented small old rich tired happy,1,joy,47,9
hate clear voice hate stammer hate feel way humiliated frightened bone want,0,sadness,144,33
wish could help take pain anguish family must feeling innocent child killed school safe,1,joy,143,26
grappled guilt relative friend usually communicate would feel like ignoring felt selfish still posting burlesque blog update without liking photo link,3,anger,233,40
tired hearing unique communication special feeling sincere,1,joy,90,15
feel blessed able help,1,joy,43,10
used feel music gone replaced bitter taste mouth lot sadness,3,anger,118,27
even get jealous bf speaks best friend girl also friend mine listen understand friendship trust towards bf higher feeling jealous,3,anger,203,40
feel really discouraged hope thing hold onto,0,sadness,72,15
feel surprised disturbed actually,5,surprise,39,6
also feel vulnerable left bed virtual silence,4,fear,63,12
feel like im pretty weird open liking lot thing doubt interest would surprise anyone,5,surprise,115,23
really feel innocent kid taught unconscious racism taught overt racism choice follow,1,joy,165,30
feel intimidated wide open design therefore find hard write,4,fear,78,15
feel like awkward year old day really feel like grown,0,sadness,82,19
really want someone hold kiss make feel loved safe,2,love,80,18
wanted feel convinced truly found place world without man considering book started ended relationship thoroughly convinced,1,joy,199,36
faith feel convinced asking question,1,joy,79,17
feel want need know need bleed fucked world,3,anger,99,24
got little bit help brother beginning lot luck near end game might make feel dumb least hahaha end decide nikos world fate save niko save world,0,sadness,261,58
feel rather nostalgic day gone never return,2,love,71,14
could soon feel quite rejected,0,sadness,32,6
feel pain nothing blank speechless,0,sadness,62,13
feel honored insulted,1,joy,26,5
felt little bit cramping feeling feeling week bothered,3,anger,108,23
id always proud im coming sometimes feel im dorky boring hipster wrong way awkward wonder dont people feel close,0,sadness,173,35
feel like useless bastard,0,sadness,29,6
feel student classroom hostile towards display intellect like rest society,3,anger,122,22
feel kinda strange cause didnt encountered feeling last year,5,surprise,79,14
feel like garbage wonderful though feel weak strong though feel like failure succeed though feel unworthy live dream end begin,1,joy,179,38
feel like never get impatient around sharp object inevitably lead tear,3,anger,93,17
think could feel idiotic tried,0,sadness,50,12
sipping diet coke watching swimming lesson feeling aggravated mousekins better listener thought crossed mind,3,anger,160,27
think guy feel need compensate obnoxious,3,anger,65,13
feel shitty fuck,0,sadness,21,5
feel invigorated sunshine,1,joy,37,7
sure feel need share experience world maybe actually pretty funny,5,surprise,137,28
know knew buffy one feeling nervous whole multiple dog flight thing going pan,4,fear,142,31
feel like accomplishing something feel passionate life,1,joy,77,14
feel strong connection another human want spend time,1,joy,90,18
waiting girlfriend come apt mine late thought something awful happened,4,fear,115,22
feel glamorous,1,joy,20,4
ive feeling jealous lately blogger going author reading book si,3,anger,84,15
feel doomed botany lec final later,0,sadness,47,10
im reading sentence feeling foolish,0,sadness,47,8
feel glad teaching nursery child special need know study art better helped use art curriculum make lesson enjoyable interesting pupil,1,joy,209,39
came away evening feeling rich friend street close,1,joy,112,24
came back reason mind feel blank,0,sadness,51,11
feel like want punch handsome face,1,joy,52,12
feel guilty href http douevenlift,0,sadness,47,10
incredible feeling frantic despair,4,fear,46,8
struggled fit work module felt frustrated time feeling blog rushed although read great interested fellow student blog feel havent interacted much could done definite area development,3,anger,288,54
feel like gotten rejected time met,0,sadness,90,20
feel optimistic settle long arrived,1,joy,73,15
feeling little stressed seriously one nothing blame,3,anger,89,18
feel im violent say im going accept consequence,3,anger,93,20
wonder would feel delicate pretty hand looked upon framework branch,2,love,108,21
feel im back bouncy little chickie first found scene lot depth understanding world around,1,joy,163,33
feel convinced many factor culture kind cooking mystique,1,joy,87,17
feel delighted toward something could acheivment surrounding even unexpected event happen,1,joy,126,23
insane liking someone else made feel le valuable b c wasnt working also wasnt housewife,1,joy,134,29
havent known sue anything like long bloater lisa feel like know one people meet click grumpy old people conversation straight away roll around laughing next minute well thats sue,3,anger,275,53
feel honoured chosen share,1,joy,57,12
could sit hour old friend catching feel like uber gorgeous,1,joy,98,21
feel sad ignore pretend dont feel anything,0,sadness,62,13
feel cared accepted,1,joy,29,6
start feel like reiterate fact im sure ive made clear yet post despondent incident mermaidhaire mean sad like time,1,joy,194,39
think sometimes feeling obligation duty expectation get way trusting intuition guide u actual right direction,1,joy,144,25
feel lucky awesome life family even though belong middle class,1,joy,90,19
feeling shaky,4,fear,23,5
im feeling unimportant sorry,0,sadness,53,10
ive heard story julie bailey treatment first time seen anything print make feel deeply ashamed someone stood neglected nh patient family become isolated community,0,sadness,258,46
feeling rejected sad,0,sadness,30,6
feel satisfied,1,joy,24,5
still feel completely accepted,1,joy,32,5
binge weekend energy clean house something put week even pill really make lose weight wanted hardly felt need eat feel totally completely exhausted,0,sadness,272,55
love actually made feel dismayed disappointed,0,sadness,64,12
feel self assured need compete justify clearly well someone else,1,joy,113,26
hesitate give star book feel giving star saying absolutely perfect improvement made,1,joy,159,31
feeling nostalgic time life,2,love,58,11
ive breakdown ive feeling depressed three four day sticking old sleeping pattern feeling pretty great best better normal,0,sadness,192,35
continue spend hr feeling envious really,3,anger,67,14
come home usually feel drained exhausted,0,sadness,51,10
got feeling really liked new quilt,2,love,48,10
still managed feel tranquil appreciate archeological wonder,1,joy,73,11
also feeling unimportant,0,sadness,30,5
would probably dine especially feeling rich dont,1,joy,87,18
got guinea pig lived tiny flat london feeling pretty depressed life,0,sadness,103,21
feel wholly positive,1,joy,28,6
feel insulted technique also proven one worst educating already read slide faster able speak,3,anger,157,31
feel honor precious little girl mother,1,joy,64,13
feel drained least something look forward,0,sadness,63,13
regret feel shitty cant enjoy thing im alone ended seeing brother afterwards baltimore new girlfriend wanted see well introduce,0,sadness,207,42
feel discouraged shadow come heart lonely long heaven heaven home jesus portion constant friend oh eye sparrow know watch watch,0,sadness,237,48
feel curious impatient eager confused,5,surprise,48,8
feel rushed prize giving really dilute event future prize giving rushed timetable,3,anger,127,24
asked join creating world year old girl could grow feeling hopeful powerful,1,joy,111,22
im little concerned ill look one day leaf ground ill feel like missed,0,sadness,117,26
feel horrible result,0,sadness,31,7
never fall love anyone feeling make dangerous,3,anger,78,15
feel satisfied happy choice today,1,joy,48,9
breathing well feeling quite lively upbeat,1,joy,55,10
feel bit mournful since read bulletin one myspace friend,0,sadness,74,16
ive feeling restless home day probably cooped school home way long,4,fear,121,24
breathe scent first time feel embrace friendly hug five year,1,joy,102,22
feel gentle hand careess tender care across curled shoulder pulled towards embrace sun reach towards searching face,2,love,143,24
instantly feel rejected,0,sadness,25,4
feel really wronged fact hu jia good society,3,anger,65,14
im kind feeling nervous anxious shit today,4,fear,76,16
make trip feel strange combination excitement dread,4,fear,68,13
feeling much would like say thank everyone lovely get well wish lovely comment always mean much,2,love,163,33
certified via ace love lately feel like fake,0,sadness,73,18
feeling sympathetic told sorry somehow felt responsible getting burned ridiculous grown man lived sun sensitive skin year know take care,2,love,257,50
execute trick work dishwasher magic feel clever,1,joy,65,13
id feel sympathetic like current situation seems,2,love,85,15
ive posted blog feel like thats unfortunate,0,sadness,51,10
started feeling back aching especially lower back,0,sadness,58,10
feel kid know theyre talented think one thing whole american idol deal grab hold tell,1,joy,180,38
im writing feel like discarding lack supporting idea,2,love,80,14
feel like distraught parent breathing neck,4,fear,71,13
ive waiting get time alone quite week finally get im feeling bit homesick,0,sadness,117,25
show feeling well family fan either,1,joy,65,15
also get feel proud weight loss completed month time lost around kg approx pound,1,joy,134,28
feel little isolated house time,0,sadness,55,12
feel troubled guess would best word,0,sadness,53,12
screwed brow together realized reaction pondered could possibly make feel fond stranger,2,love,125,23
feel quite successful achieving vision,1,joy,59,11
feel bashful teasing scrutiny,4,fear,41,7
think since im compelled act meek asian front kind feel tad inhibited extent cant even,4,fear,140,31
vividly remember feeling offended would even dream thing could choice,3,anger,95,18
feel privileged said privileged,1,joy,74,15
feel weird want make sure feel loved,4,fear,74,17
wouldnt feel uncomfortable wearing work,4,fear,47,8
feel stunned people got big way,5,surprise,51,12
feeling bit disheartened one black belt instructor dojo richard asked let anyone else set destiny,0,sadness,145,28
trying work finding joy simple thing god finding joy obedience even feel joyful way used,1,joy,170,39
saw piano either newer cheaper larger always something missing made feel uncertain buying,4,fear,144,26
feel like become socially acceptable allow traditional view threw bus without fight youll offend someone stand,1,joy,156,28
another reason foreign tourist feel reluctant drive island,4,fear,80,14
wasnt feeling well,1,joy,24,5
kind feel lame still dont regret coming,0,sadness,48,10
feel romantic feeling soul begging god make u ur love ur feeling ur soul wan na hear beat heart u ever u wan na otherwise nothing without u,2,love,198,46
notice worrying push feeling away replace thought something positive remind let go control,1,joy,156,29
feel super behind aspect life need read,1,joy,60,14
start feel become irritated conversing,3,anger,64,11
remember watching feeling devastated sheer familiarity,0,sadness,88,15
really appreciate protectiveness slight jealousy attention make feel valued,1,joy,100,16
feel bit like franz liebkind producer many people know fuhrer terrific dancer,1,joy,110,22
feel violent something today,3,anger,33,6
feel awkward know awkward,0,sadness,56,13
think making feel weepy,0,sadness,44,10
feel like need cry past day relieved could cry much tear today haha,1,joy,111,25
wanted knowing nothing stepped candyland make looking haggard left feeling radiant bag full product course,1,joy,156,29
feel little bit weird,4,fear,25,6
feel damn complacent,1,joy,25,5
guess expectation goddamn perfect made feel afraid change,4,fear,92,17
im happy feeling something last day ive felt pretty,1,joy,83,16
feel happy he reason today,1,joy,66,15
feel aconfident heart overcomet god want eager learn,1,joy,98,22
managed whole tuesday eating clean caffeined today feeling rather shaky,4,fear,97,18
feel energetic motivated,1,joy,35,6
feeling quite impatient must hit ad thats internet died vista virus pro started bother,3,anger,131,25
im feeling bitchy hell tonight,3,anger,33,6
started feeling festive little early year,1,joy,50,9
feel like time like thing seem little uncertain thank god small thing,4,fear,119,24
feel lethargic unmotivated needy frustrated,0,sadness,49,7
keen incorporate use recovery tool feel tool useful allowing patient control mental health,1,joy,145,28
feeling rather lonely,0,sadness,33,6
feel breed loneliness discontent onto economy recession stressful money unemployment people wanted know caused recession topic came divorce,0,sadness,234,42
britain louis xvi marie antoinette think perhaps feel loss russia violent entire family comparatively recent,3,anger,196,38
lived lemon bar week weekend ate ate ate horrible food feel look horrible,0,sadness,149,33
feel insulted see anyone wearing crocs fashionable shoe icon,3,anger,69,12
feel alone feel like there people actually listen,0,sadness,81,17
feel like fake eyeglass make look older hell little authoritative,0,sadness,92,17
take easy even feel well kind stasia saying,1,joy,72,16
right make done usually wear foundation feel like look fake picture,0,sadness,107,24
feel like ya allah im scared puff fun man id idea,4,fear,66,16
really know feeling mind blank confused numb,0,sadness,81,18
much lighter feel extremely passionate life yes,2,love,86,18
im drunk example feel lot le shy speaking foreign language havent yet totally mastered,4,fear,114,22
dont know guy relate always like feel welcomed see smiling face im spa treatment,1,joy,123,26
thought depression negative thought ive lately intervene thought help feel depressed,0,sadness,155,28
feel like thing im nervous two kid,4,fear,62,13
feeling still caring concerned,2,love,51,10
havent written awhile feel terrific scribble stuff notebook time time,1,joy,103,20
meet men feel insecure woman,4,fear,40,8
feel sorry use ghd hair straightener damage hair,0,sadness,89,18
would feel boring rejected downright unlikeable,0,sadness,57,9
feel homesick miss snobbish fluffy cat,0,sadness,47,9
say first listen yunhos rap gave wtf feeling listening couple time im determined learn,1,joy,137,27
go range feel like im like russell crowe robin hood merida brave,1,joy,84,19
feel fucking terrific,1,joy,29,5
continue add please feel free explore let know think,1,joy,84,18
went work like normal didnt feel bad way shape form,0,sadness,70,16
im feeling aggravated listening phoenix lost found,3,anger,57,9
feel bit uncertain really shes nice girl good friend material,4,fear,71,14
feel talented illustrator designer one know get idea across without trapping crosshatching lensflares everything,1,joy,168,28
feel privileged able share artistry knowing back,1,joy,98,20
remember feeling belong smart enough cool enough even young enough,1,joy,104,22
feeling kind discouraged nothing happened,0,sadness,58,9
asked darren got home feeling bit curious even though didnt really matter really none business,5,surprise,144,30
feel pain way tortured ti could possibly understand,4,fear,81,16
feel hopeful best give go next week despite dozen final assignment mark,1,joy,111,23
last year second semester result came ecstatic,1,joy,70,12
id like write something interesting right unfortunately feel deprived inspiration,0,sadness,97,15
feel glad still teach home,1,joy,48,11
find whinging temperature every day moment feel ridiculously hot,2,love,102,18
feel sociable day,1,joy,31,6
feel would ungrateful god undutiful church use poor effort side truth peace,0,sadness,127,28
im feeling insecure month im feeling full oomph,4,fear,59,11
hate much feel like looking pretty damn flawless pic,1,joy,90,19
began feel cranky feeling hell,3,anger,66,17
could feel radiant heat emanating naked sex reaching longingly probing tip hardness,1,joy,115,21
know exactly put feel like really acceptable foist inconvenience family,1,joy,115,22
wrong feel angry wrong said,3,anger,61,15
feel slightly shaky headache,4,fear,44,9
say making feel tender inside like wound scabbed surface still raw unhealed underneath,2,love,144,29
tween sat mom bos year old year old boy weekend id say babysit feel weird considering n,5,surprise,129,26
feel like im whirlwind next im trying impatient wait,3,anger,86,20
felt distinct feeling told everything would ok thing would ultimately turnout good,1,joy,123,23
really feel like lot offer area would like focus troubled teenager,0,sadness,97,21
run feel useless understand retirement daily struggle overwhelms often,0,sadness,126,23
bothered might changed feeling get back u leave heartbroken,0,sadness,99,20
im already feeling lethargic,0,sadness,28,4
feel kind vain people tell im pretty though,0,sadness,56,12
im sorry apparently offends lot woman woman feel need say something rude im going anyway,3,anger,145,29
help busy overworked mainly exclusively woman go feeling overwhelmed frustrated generally pissed health appearance,5,surprise,149,22
love taking people smile way child giggle gorgeous way little one move closer mom stranger smile feel scared way teenager boisterous full life hope,4,fear,218,40
feel really comfortable,1,joy,33,6
hope something magical happens today im feeling kind listless,0,sadness,74,12
dont know get energy frombut feel slightly shamed moody feel havent slept well enough,0,sadness,123,24
feel like manager everyday feel respected day well,1,joy,82,17
feel like missed younger active would much content go outside ride bike,0,sadness,126,28
want least feel intelligent believe becoming well read person help,1,joy,99,19
feel reader loyal subscriber need informed great butterfly marketing really taken ride bank chunky commission,2,love,186,36
study visit chicken factory butchery,3,anger,47,9
hurt comment made feel unimportant like want date many woman,0,sadness,99,20
feel completely helpless anything help affected tornado hav,4,fear,93,17
cop feeling regretful,0,sadness,38,8
feel thankful rel bookmark day feel thankful posted href http babychaser,1,joy,109,22
remember moment feeling lost hopeless younger,0,sadness,65,12
made sure go since feeling liked complimented,2,love,100,22
write feeling happy childish,1,joy,44,9
made stupid mistake saying fine next day last time headmaster punished served make feel punished hard enough,0,sadness,170,35
feel like held firmly loving arm surrounded wide circle people going let fall,2,love,120,26
feeling particularly nostalgic day,2,love,46,7
feeling disillusioned,0,sadness,27,4
feeling pressured,4,fear,28,5
ill thirty next year im feeling positive life choice im making thing im putting world,1,joy,143,28
feel creative mind brings diversity new thinking job,1,joy,72,14
feel naughty ratbagx,2,love,25,5
guarantee im dizzy feeling like im going vomit month going pleasant person,1,joy,117,25
smile people smile back tell feel little cheered seeing jolly morning,1,joy,104,21
used walk neighbor hang worked shop kinda got feeling unwelcome,0,sadness,129,28
feel satisfied necessarily forget pain felt,1,joy,71,13
said earlier feeling ignored ever since baby came getting back normal attention given well,0,sadness,133,27
still looking good cause feel passionate volunteer last year friend introduced organization pack food ration needy family,2,love,191,34
im feeling little tender wood work,2,love,43,9
suddenly feeling insulted typing,3,anger,53,9
feel depressed feel like would negative influential big brother,0,sadness,111,21
im trying go feel hopefully next time brave scale good day see nicer number,1,joy,133,30
help feel bit miserable,0,sadness,37,9
walk conventional classroom sens feel assaulted stuff wall hanging ceiling covering surface,4,fear,144,26
feel clever done,1,joy,34,8
walk entire grocery store without feeling like going give aching happen often anymore,0,sadness,126,24
imdoing good almost strange feel carefree,1,joy,52,9
could already feel difference strength technique class three class starting find balance though still pretty shaky business,4,fear,165,29
feel low havent felt low suck,0,sadness,63,16
absolutely love skinny fiber wonder feel fabulous,1,joy,82,16
feel im strange catholic vortex,5,surprise,47,10
feeling many surprised learn nearly year time say goodbye guide entertaining,5,surprise,146,30
connected family love much feel blessed find family connected many different level,1,joy,163,35
provided dinner alcohol place crash got return feeling completely unwelcome apartment,0,sadness,136,26
im feeling goddamn pissed,3,anger,37,7
signed petition knowing served next day left feeling vulnerable unsure reaction,4,fear,142,28
feel like get easily distracted making thing switch around many different project throughout week,3,anger,115,20
many kid many strength would sufficient wife would feel burdened,0,sadness,114,23
knew yesterday getting cold morning feel terrible,0,sadness,75,15
feel shocked become old,5,surprise,37,8
hate way mom dad hate neglect feeling need intelligent child rampant parenting style,1,joy,152,31
feeling helpless could explain,0,sadness,55,12
feel tortured href http lawrencewashington,3,anger,46,7
fuck coat really still feel like doesnt know rock swag look little lame trying whatever though,0,sadness,139,28
might needing quite sometimes let feeling fade away wont make feel insecure disturb uncomfortable,4,fear,127,23
im feeling hot bothered let hold onto body he ready dine ive told would find better lover he kissing lip think need imagine order get,2,love,222,50
feel like creative professional need unpressed creative outlet get inspired,1,joy,105,19
feeling increasingly hopeful,1,joy,33,5
walked better understanding going experiment also feeling little stunned one equation describe,5,surprise,175,34
im feeling creative best rather student deadline meet,1,joy,87,18
feel like quitting rugby ignored,0,sadness,47,9
start feeling resentful overwhelmed sure sign need mothering,3,anger,79,15
im sitting boob hanging feel uncomfortable,4,fear,75,14
overwhelmed deep heart hurt feel like empty ache start chest spread soul,0,sadness,123,24
feel assured right answer,1,joy,43,9
feel ok blessing pronounced upon realized accordance faithfulness,1,joy,113,21
describe happens feel shaky,4,fear,54,12
ive struggling lately whenever feel like saying something reaction oh julia youre clever witty,1,joy,138,24
ill honest feel almost relieved first found getting book published,1,joy,104,22
want say feel though dont play really vital role anyones life exception one friend,1,joy,116,25
learned silent crushing pain wanted feeling unloved,0,sadness,80,15
feel petty posting complaint right like kidnapped year old forced make easter creme egg rest life,3,anger,172,35
feel triumphant pride stand counter like achieving high level male honor female redhead boot,1,joy,152,31
feel jealous sumthg tat thk,3,anger,37,9
use day night sometimes feel face really dirty ill use img height id irc mi src http c,0,sadness,119,27
feel energy feel joyful sweet enthusiasm life,1,joy,61,12
im lover listener cuddle listen cant cuddle thing feel bit listless,0,sadness,106,24
feeling quite stressed wondering would able look bb run going,0,sadness,123,27
think possible maybe denying maybe opening whole possibility maybe realised possible give man men power make feel shaken leather sandal,4,fear,246,52
want share wonderful organization feel extremely passionate,2,love,85,14
im feeling hopelessly restless,4,fear,30,4
feel le intelligent watching,1,joy,43,7
feel like getting away friendly tasty goodness seems abound santa cruz including unseen ambient pot smoke always make lazy swear visit laid back town visit university university california santa cruz renowned href http www,1,joy,293,55
feel special amp blessed caring amp creative family,1,joy,67,13
love lot different kind sport love hanging friend free time also unhealthy session grey anatomy im feeling ecstatic ty,1,joy,186,36
feel strange effect,4,fear,42,9
loathe gamer said molyneux adding make feel insulted,3,anger,79,16
remember feel like enthralled cant actually feel,5,surprise,81,17
feel confident issue regarded highest sense urgency,1,joy,82,15
im feeling like im also going uploading poetry lame stuff lem know guy like,0,sadness,132,28
hope one feel im ungrateful thats case,0,sadness,60,12
struggle dont get anxious instead feel much determined succeed,1,joy,84,16
feeling little uncertain skill birthday party arena,4,fear,75,14
feel pain come representing ungrateful client,0,sadness,65,11
feeling seriously feel love someone treat disregard faithful loyal,1,joy,152,30
feel needy cagey wait leaving practice new self old setting,0,sadness,94,19
got eyebrow waxed day feel glamorous,1,joy,58,12
feel incredibly damaged way behaved towards prepared treated way anyone else,0,sadness,118,24
continue struggle experiencing normal feeling sense theyre chipping away precious time,1,joy,113,18
feeling like garbage day allergy im glad didnt last minute cancel,1,joy,83,16
never feel popular,1,joy,25,5
want happy feel loved,2,love,39,10
cycling country,4,fear,28,5
knew quaker announced quite excitedly feeling absolutely wonderful period fortnight nothing much happening brain,1,joy,178,31
feeling like lost duck experience life aged soul faster physical age didnt many understood,0,sadness,149,29
feel absolutely shitty,0,sadness,24,4
ive reading feeling pleasantly surprised find reading list contained four similar book fine chance compare contrast differ,5,surprise,153,25
believe based greed nothing feel beloved country,2,love,86,18
feeling terrified anxious excited apprehensive among million thing,4,fear,84,13
started feel dissatisfied ease convenience,3,anger,68,13
felt disgust dirty,3,anger,23,5
ive watching episode quantum leap recently show ive always loved suddenly struck today thats exactly feel unfortunate missed show focus character named dr,0,sadness,233,45
wont feel sorry leaving behind,0,sadness,40,8
never feel ecstatic bouncy anxious,1,joy,42,8
feel accepted,2,love,18,4
id love hear handle type situation well story feel free share,1,joy,129,28
idea could feel little love hope week hop blessed kleinkinders,2,love,157,34
month medication feel fantastic,1,joy,52,10
im feeling pressured desk due pile task waiting often pack go write quiet corner bedroom living room kitchen,4,fear,161,34
feel like little boy sense value perpetually doomed keep breaking valuable life,0,sadness,115,22
used wake feeling horny sometimes finish got,2,love,87,18
id gotten past whole oh gawd im humiliated didnt feel humiliated,0,sadness,73,14
feel messy room,0,sadness,26,7
feel miserable wish dead,0,sadness,38,9
really appreciated even thought christian type prayer welcome feeling lost,0,sadness,134,28
feel frustrated read chapter,3,anger,52,10
sometimes feel inadequate mother feeling like im failing still second guessing parenting skill,0,sadness,113,19
feel like beaten american footballer run london bus,0,sadness,87,19
love comment feel free,1,joy,28,6
wasnt alone crazy feeling disheartened,0,sadness,50,9
feel hopeless bored,0,sadness,25,5
managed put stop thing left feeling regretful miserable everyday,0,sadness,112,22
feel leader admired selfish,2,love,49,10
feel extrememly bitchy today ive done something never done year life,3,anger,95,19
feel pissed feel like sleeping,3,anger,43,10
felt overly hopeful last week feel like resigned waiting next week potentially longer,0,sadness,117,23
said feel like im verge messy,0,sadness,48,12
boyfriend last told loved gave impulsive kiss,1,joy,77,16
indulge work forget time trust people easily feel restless work finished,4,fear,117,22
im feeling grumpy,3,anger,24,5
suppose writing emerges feeling emotional urgency usually sense darkness,0,sadness,117,22
could look coordinate cave im feeling adventurous decide find tibris direction,1,joy,122,22
discus even feeling beloved anyone,1,joy,56,11
managed take photo today outfit feel rather strange especially havent taken long time,5,surprise,132,26
feel passionate issue want see others become passionate blog hop becomes fun spite much work go along,2,love,159,32
feel like opportunity become smart embrace knowledge really learn everything daydreamed learning,1,joy,139,24
feel stressed get upset,3,anger,42,9
feel like people brave enough speak non standard self publishing market author know work damn hard deserve better,1,joy,187,35
feel youve got fearless artist time think im one belief,1,joy,127,27
feel disturbed today,0,sadness,22,4
feel like im weird dreamworld absolutely anything,5,surprise,74,14
feel sad,0,sadness,19,5
suspect also dealing caffeine withdrawal think figured system eating work well feel fab,1,joy,146,30
im feeling really weird,5,surprise,23,4
feel irritated missed direct instruction master lee never passed casually admit body feel like need rest,3,anger,162,32
honestly feel heart faithful yo girl,1,joy,75,16
got morning heavy burden heart feeling bit discouraged questioning god certain thing still clear,0,sadness,151,29
wanted everyone matter lifestyle feel little bit glamorous,1,joy,79,14
attached feel loving feeling toward miss get homesick,2,love,90,18
going sort handheld cam feel lol delighted,1,joy,73,16
feel like completely satisfied result,1,joy,61,11
feel tortured sickened exactly way felt last day lance leave,4,fear,80,16
kinda laying disappeared arm playing computer got turn eat dinner way adjective sudden wierd feeling collar chest felt like bounce electricity shocked something left paw,5,surprise,248,49
feel like valuable college year wasted daily routine,1,joy,71,13
get feeling people think im indecisive childish isnt entirely true degree show anyway,4,fear,122,23
sleep last night however woke feeling splendid sniffle itchy throat wasnt sure could awake,1,joy,146,29
kept feeling enraged,3,anger,42,9
think sooner better well feel greg im already distressed mood mom,4,fear,90,19
ive feeling mellow evening,1,joy,41,7
feel awkward speaking native,0,sadness,39,8
feel rejected abandoned speaks volume expansion self worth,0,sadness,89,17
feeling regretful apologise,0,sadness,38,7
feeling much love mother appreciative done,1,joy,92,20
im damn tired feel little grouchy,3,anger,44,10
feel contented relieving scene mind,1,joy,58,12
think one asset make guy stand band musicianship especially latest record hit next level feel accepted many genre especially hardcore scene,2,love,230,43
imagine woman breast clinic feeling unfortunate something like happen,0,sadness,129,24
tried answer generally could ive struggling work lately feeling pretty morose,0,sadness,111,21
may feel relieved satisfied probably fun,1,joy,65,13
feel like way would le bothered,3,anger,45,10
cant help feeling ugly,0,sadness,24,5
questioned wondering didnt feel jubilant,1,joy,55,9
may resurrect im feeling generous lengthy series history celebrity crush,1,joy,114,22
im old enough graduation yk feel like yesterday find bit stunned,5,surprise,98,19
wonder alone fact able identify destructive behavior yet feel doomed repeat,0,sadness,117,24
small people think feel amazing bathing suit,1,joy,63,13
father child killed accident,0,sadness,42,8
feel bad anyone ever watch game,0,sadness,62,15
want feel year long lovely warm tingle october brings,2,love,72,14
feel stubborn strong ready fight disease,3,anger,58,11
feel cold said rachel,3,anger,28,6
ive little movie star tear come way feel relieved,1,joy,84,18
mother though day still feel strange realize one,5,surprise,73,16
feel little jealous people sitting coffee shop leisurely like morning,3,anger,109,22
feel like devoted many thing time split weirdly,2,love,90,20
sam angsty headspace jensen voice singing bon jovi making feel horny hell,2,love,94,18
mention im feeling cranky,3,anger,32,6
wonderful mother law every way like mother year often end feeling bit melancholy mother day,0,sadness,162,36
im sure feel yet seemed kind distracted decided wed give end week prove u,3,anger,156,35
know long time feel pathetic feel way,0,sadness,87,22
im definately feeling change im refusing feel impatient,3,anger,75,13
posted feeling like super mom managed care child fiance house one day working little sleep,1,joy,157,31
feel worthless letting happen,0,sadness,38,7
bit comfort zone im feeling tad apprehensive,4,fear,71,16
feel like smell pretty use,1,joy,41,10
feel like total pushover moment anyone know know pushover generous willing give benefit doubt pushover,2,love,186,39
could sense uncomfortable came deliver letter willing attribute feeling weird romantic vulnerable,4,fear,165,30
longer feel happy score well,1,joy,36,8
im feeling comfortable water,1,joy,40,7
feel pole useful pair price stats review two pole,1,joy,90,19
grand plan baking two day mostly ended curled couch pouting feeling well,1,joy,132,27
couldnt bring blog right away mostly feel absolutely humiliated heart broken,0,sadness,111,19
feel pained people making kind statement,0,sadness,57,11
feel like paranoid annoyance reality wouldve talked anyone way,4,fear,86,16
saw family separation one year,1,joy,51,11
feel frustrated impatient,3,anger,30,5
left place feeling heartbroken,0,sadness,36,6
feel bit devastated really thought ive relationship would worth,0,sadness,130,25
feel saying thing dont want agree rude,3,anger,97,20
really went cut feel unfortunate broken hearted,0,sadness,66,14
feel quite mad,3,anger,21,6
trying catch bus explained feeling bit dumb,0,sadness,70,15
feel like shy much taking mother described,4,fear,90,21
really feel amazed,5,surprise,44,10
believe luck luck side feel beaten sometimes upset,0,sadness,83,18
feeling really ok,1,joy,34,9
got chat rustie dean hometown moose jaw everyone made feel welcomed comfortable,1,joy,111,21
actually feel like everything going ok,1,joy,49,10
im feeling envious pregant co worker,3,anger,43,8
pub instead stayed home feeling morose depressed,0,sadness,92,18
stay awake whole night feeling energetic stuff,1,joy,60,11
cant help feel im sorry,0,sadness,31,8
